"created","favoriteCount","favorited","id","isRetweet","latitude","longitude","replyToSID","replyToSN","replyToUID","retweetCount","retweeted","screenName","statusSource","text","truncated"
"2017-11-19",0,FALSE,"932344103643250689",FALSE,NA,NA,NA,"Starbucks","30973",0,FALSE,"passingashuman","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@Starbucks I like your new holiday cups. Have a nice day
#Coffee 
#Starbucks https://t.co/YmuEsRbBxX",FALSE
"2017-11-19",0,FALSE,"932343787845771264",FALSE,NA,NA,NA,NA,NA,0,FALSE,"McSj1","<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","<ed><U+00A0><U+00BD><ed><U+00B1><U+0080> <ed><U+00A0><U+00BD><ed><U+00B1><U+0080> 
Dear #Starbucks....

NEWSFLASH!  Your #Coffee and #espresso “ain’t  got nuttin’” on this… https://t.co/4GTQv7c3aA",FALSE
"2017-11-19",0,FALSE,"932343371435331586",FALSE,NA,NA,NA,NA,NA,0,FALSE,"geneajourney","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Anyone who’s thinking of going to #Starbucks in downtown #Naperville on a Sunday afternoon had better think again.… https://t.co/MnyfWGvpol",TRUE
"2017-11-19",0,FALSE,"932343316187926528",FALSE,NA,NA,NA,NA,NA,0,FALSE,"Benjami31250722","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Starbucks and shopping with this woman is alway fun. #Starbucks https://t.co/HX3rovetoz",FALSE
"2017-11-19",0,FALSE,"932343132078960640",FALSE,NA,NA,NA,NA,NA,0,FALSE,"cutiepapya","<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","I<U+FE0F> finally found my Starbucks millennial pink  tumbler #starbucks #millennialpink https://t.co/r6uwb2559q",FALSE
"2017-11-19",0,FALSE,"932342422343966721",FALSE,NA,NA,NA,NA,NA,0,FALSE,"Nanashi86","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","That moment when you're juggling 2 carry-ons, a backpack, a rambunctious toddler and your hot chocolate spills at y… https://t.co/jcOOBovyJ0",TRUE
"2017-11-19",0,FALSE,"932342315921956864",FALSE,NA,NA,NA,NA,NA,0,FALSE,"danaaa0526","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Wow @Starbucks THIS was in the middle of my cake pop today it’s CRISCO vegetable shortening!!! DISGUSTING and unsaf… https://t.co/Lb62iwswYL",TRUE
"2017-11-19",0,FALSE,"932342035092303873",FALSE,NA,NA,NA,NA,NA,0,FALSE,"frozengirl513","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Girl struggles #Starbucks https://t.co/Agb8AvwmFh",FALSE
"2017-11-19",0,FALSE,"932341572993200129",FALSE,NA,NA,NA,NA,NA,0,FALSE,"MillBrnchCoffee","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Good to Know! 10 popular Starbucks coffees, ranked by how much caffeine they have https://t.co/Wl4Tt9tVzp via… https://t.co/YGuf3kBVTs",TRUE
"2017-11-19",0,FALSE,"932340764763451397",FALSE,NA,NA,NA,NA,NA,0,FALSE,"expeditioneat","<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Love #sousvide cooking! So far we’ve made steaks, #starbucks style egg bites and right now I’m… https://t.co/FlhFZYuXCL",FALSE
"2017-11-19",0,FALSE,"932340103757860864",FALSE,NA,NA,NA,NA,NA,0,FALSE,"BlogTrackr","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","I totally get that #peppermintmocha's get all the love, but the #Starbucks gingerbread latte is seriously underrate… https://t.co/3Flr1tt85G",TRUE
"2017-11-19",1,FALSE,"932339692917452801",FALSE,NA,NA,"932003928098656257","TRUMP_NAMVET","463455531",0,FALSE,"betseyross","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@TRUMP_NAMVET @WARCHICKUSA @mychalmassie @audrey_russo @Barackoboehner @DiamondandSilk @BurgessOwens @RedButler98… https://t.co/xGMjsOdIpx",TRUE
"2017-11-19",2,FALSE,"932339000475561989",FALSE,NA,NA,NA,NA,NA,0,FALSE,"bethanywestfall","<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","I’m a basic girl <ed><U+00A0><U+00BD><ed><U+00B2><U+0081><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB><ed><U+00A0><U+00BD><ed><U+00B0><U+00B6><U+2615><U+FE0F> 
(Had to repost <ed><U+00A0><U+00BD><ed><U+00B8><U+0082>) 
#basic #starbucks #dogfilter https://t.co/KsYxxX1Gkv",FALSE
"2017-11-19",0,FALSE,"932338974273818625",FALSE,NA,NA,NA,NA,NA,0,FALSE,"typenry","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Check out 2017 Starbucks Indiana 1816 Hardwood Tumbler Plus Ornament https://t.co/u4AXK3h3yO @eBay  #starbucks #indiana",FALSE
"2017-11-19",0,FALSE,"932338556764274688",FALSE,NA,NA,NA,NA,NA,0,FALSE,"Nimlandy","<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Coffee stop #Starbucks #hogswatchinlancre2017 #drivinghomefromhogswatch https://t.co/0jE4JqZ5GW",FALSE
"2017-11-19",0,FALSE,"932337997336535047",FALSE,NA,NA,NA,NA,NA,0,FALSE,"undergradwoman","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","I always do this at #Starbucks &amp; everywhere else. https://t.co/rwQDDWEicD",FALSE
"2017-11-19",0,FALSE,"932336637748510720",FALSE,NA,NA,NA,NA,NA,0,FALSE,"le_fluffybutts","<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","drawing on the cups  again c:
#starbucks #barista #baristalife #mermaid https://t.co/xNvDKMP5BQ",FALSE
"2017-11-19",0,FALSE,"932336075837792257",FALSE,NA,NA,NA,NA,NA,0,FALSE,"cherrycola888","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Stanley’s first visit to #starbucks <U+2615><U+FE0F> #dachshund #sausagedog #doxie #daxiepuppy #daxie #daxielove #sensiblestanley… https://t.co/HtneZo4Yvl",TRUE
"2017-11-19",1,FALSE,"932335955087945730",FALSE,NA,NA,NA,NA,NA,0,FALSE,"dedicated2dachs","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Stanley’s first visit to #starbucks <U+2615><U+FE0F> #dachshund #sausagedog #doxie #daxiepuppy #daxie #daxielove #sensiblestanley… https://t.co/xpeFutriUK",TRUE
"2017-11-19",0,FALSE,"932335810350809088",FALSE,"47.614289","-52.721252",NA,NA,NA,0,FALSE,"PeteNeil","<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Finishing a hike off with a well deserved #starbucks @ Starbucks Canada https://t.co/6uEjd25mxl",FALSE
"2017-11-19",0,FALSE,"932335662661095424",FALSE,NA,NA,NA,NA,NA,0,FALSE,"salivate_sf","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","Worked out an hour in #zumba  to have my yearly #eggnoglatte #starbucks #holidaydrinks #eggnog #yummy #caffeine… https://t.co/PWXGnPb26P",TRUE
"2017-11-19",1,FALSE,"932335533849763843",FALSE,NA,NA,NA,NA,NA,0,FALSE,"fictionjennifer","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Today's Moment of Zen: Warming up in #Starbucks when what comes on the audio track in the store but Velvet Undergro… https://t.co/CnVO5fjb0N",TRUE
"2017-11-19",0,FALSE,"932335366966624256",FALSE,NA,NA,NA,NA,NA,0,FALSE,"TYETANIUM14","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","#Starbucks logo meaning revelations.  This is not done for NE of u.

https://t.co/4dFCDi9EW0",FALSE
"2017-11-19",0,FALSE,"932335338919522304",FALSE,NA,NA,NA,NA,NA,0,FALSE,"scrapsinbloom","<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Tis the season! #happyholidaygirl #starbucksholidayblend #starbucks #keurig #tistheseason #coffee https://t.co/jvLAwTufFV",FALSE
"2017-11-19",0,FALSE,"932333262524915712",FALSE,"25.67694898","-80.32024832",NA,NA,NA,0,FALSE,"TomBeeckman","<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","2 seasons in 1 day over at @starbucks today <ed><U+00A0><U+00BC><ed><U+00BD><U+0081> <ed><U+00A0><U+00BC><ed><U+00BE><U+0084> 
Happy Holidays! #starbucks #thanksgiving… https://t.co/otN8s9vjXE",FALSE
"2017-11-19",0,FALSE,"932331673873715200",FALSE,NA,NA,NA,NA,NA,0,FALSE,"POPSUGARFood","<a href=""http://www.onsugar.com"" rel=""nofollow"">OnSugar.com</a>","Whoa — @Creative_Carrah's #Starbucks cup designs are seriously incredible! https://t.co/w2LA1sdXuM",FALSE
"2017-11-19",1,FALSE,"932330914704777218",FALSE,NA,NA,NA,NA,NA,0,FALSE,"kacytiller","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","My afternoon. <ed><U+00A0><U+00BD><ed><U+00B2><U+009C><U+2615><U+FE0F> #coffeeaddict #starbucks #cw #supergirl #bingewatching #catchinguptime https://t.co/MKEGkcftdX",FALSE
